0,1,2
G9832001003,Ajcc stage at breast cancer diagnosis = i (ia or ib) and t-stage at breast,"Brt ca dx i, no t1/t1a/t1b  0"
G9833001003,Patient transfer to practice after initiation of chemotherapy,Transf pract aft init chemo 0
G9834001003,Patient has metastatic disease at diagnosis,Pt met dis at dx            0
G9835001003,Trastuzumab administered within 12 months of diagnosis,Trastuz given w/in 12 mos dx0
G9836001003,"Reason for not administering trastuzumab documented (e.g. patient declined,",Rsn no trast given doc      0
G9837001003,Trastuzumab not administered within 12 months of diagnosis,Trastuz not in 12 mos dx    0
G9838001003,Patient has metastatic disease at diagnosis,Pt met dis at dx            0
G9839001003,Anti-egfr monoclonal antibody therapy,Anti-egfr mon anti ther     0
G9840001003,Ras (kras and nras) gene mutation testing performed before initiation of,Gene testing performed      0
G9841001003,Ras (kras and nras) gene mutation testing not performed before initiation of,Gene testing not performed  0
G9842001003,Patient has metastatic disease at diagnosis,Pt met dis at dx            0
G9843001003,Ras (kras or nras) gene mutation,Kras or nras gene mutation  0
G9844001003,Patient did not receive anti-egfr monoclonal antibody therapy,Pt no recd anti-egfr ther   0
G9845001003,Patient received anti-egfr monoclonal antibody therapy,Pt recd anti-egfr ther      0
G9846001003,Patients who died from cancer,Pt died from cancer         0
G9847001003,Patient received systemic cancer-directed therapy in the last 14 days of life,Pt recd chemo last 14d life 0
G9848001003,Patient did not receive systemic cancer-directed therapy in the last 14 days of,Pt no chemo last 14d life   0
G9849001003,Patients who died from cancer,Pt died from cancer         0
G9850001003,Patient had more than one emergency department visit in the last 30 days of lif,e1/more ed last 30d life     0
G9851001003,Patient had one or less emergency department visits in the last 30 days of life,1/no ed visit last 30d life 0
G9852001003,Patients who died from cancer,Pt died from cancer         0
G9853001003,Patient admitted to the icu in the last 30 days of life,Icu stay last 30d life      0
G9854001003,Patient was not admitted to the icu in the last 30 days of life,No icu stay last 30d life   0
G9855001003,Patients who died from cancer,Pt died from cancer         0
G9856001003,Patient was not admitted to hospice,Pt no hospice               0
G9857001003,Patient admitted to hospice,Pt admit hospice            0
G9858001003,Patient enrolled in hospice,Pt enroll hospice           0
G9859001003,Patients who died from cancer,Pt died from cancer         0
G9860001003,Patient spent less than three days in hospice care,Pt less 3d hospice          0
G9861001003,Patient spent greater than or equal to three days in hospice care,Pt more than 3d hospice     0
G9862001003,Documentation of medical reason(s) for not recommending at least a 10 year,Doc rsn no 10 yr follow     0
G9868001003,"Receipt and analysis of remote, asynchronous images for dermatologic and/or",Cmmi asyntelehealth <10min  1
G9869001003,"Receipt and analysis of remote, asynchronous images for dermatologic and/or",Cmmi asyntelehealth 10-20min1
G9870001003,"Receipt and analysis of remote, asynchronous images for dermatologic and/or",Cmmi asyntelehealth >20min  1
G9873001003,First medicare diabetes prevention program (mdpp) core session was attended by,1 em core session           0
G9874001003,Four total medicare diabetes prevention program (mdpp) core sessions were,4 em core sessions          0
G9875001003,Nine total medicare diabetes prevention program (mdpp) core sessions were,9 em core sessions          0
G9876001003,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms),2 em core ms mo 7-9 no wl   0
G9877001003,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms),2 em core ms mo 10-12 no wl 0
G9878001003,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms),2 em core ms mo 7-9 wl      0
G9879001003,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms),2 em core ms mo 10-12 wl    0
G9880001003,The mdpp beneficiary achieved at least 5% weight loss (wl) from his/her,Em 5 percent wl             0
G9881001003,The mdpp beneficiary achieved at least 9% weight loss (wl) from his/her,Em 9 percent wl             0
G9882001003,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,2 em ongoing ms mo 13-15 wl 0
G9883001003,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,2 em ongoing ms mo 16-18 wl 0
G9884001003,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,2 em ongoing ms mo 19-21 wl 0
G9885001003,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions,2 em ongoing ms mo 22-24 wl 0
G9886001003,"Behavioral counseling for diabetes prevention, in-person, group, 60 minutes",In-person attendance g code 0
G9887001003,"Behavioral counseling for diabetes prevention, distance learning, 60 minutes",Distance learning attendance0
G9888001003,Maintenance 5% wl from baseline weight in months 7-12,5% wl maintnd from bsline wt0
G9890001003,Bridge payment: a one-time payment for the first medicare diabetes prevention,Em bridge payment           0
G9891001003,Mdpp session reported as a line-item on a claim for a payable mdpp expanded,Em session reporting        0
G9892001003,Documentation of patient reason(s) for not performing a dilated macular,Doc pt rsn no dil mac exam  0
G9893001003,"Dilated macular exam was not performed, reason not otherwise specified",No mac exam                 0
G9894001003,Androgen deprivation therapy prescribed/administered in combination with,Adr dep thrpy prescribed    0
G9895001003,Documentation of medical reason(s) for not prescribing/administering androgen,Doc med rsn no adr dep thrpy0
G9896001003,Documentation of patient reason(s) for not prescribing/administering androgen,Doc pt rsn no adr dep thrpy 0
G9897001003,Patients who were not prescribed/administered androgen deprivation therapy in,Pt nt prsc adr dep thrpy rng0
G9898001003,Patients age 66 or older in institutional special needs plans (snp) or residing,Pt 66+ snp or ltc pos > 90d 0
G9899001003,"Screening, diagnostic, film, digital or digital breast tomosynthesis (3d)",Scrn mam perf rslts doc     0
G9900001003,"Screening, diagnostic, film, digital or digital breast tomosynthesis (3d)",Scrn mam perf rslts not doc 0
G9901001003,Patient age 66 or older in institutional special needs plans (snp) or residing,Pt 66+ snp or ltc pos > 90d 0
G9902001003,Patient screened for tobacco use and identified as a tobacco user,Pt scrn tbco and id as user 0
G9903001003,Patient screened for tobacco use and identified as a tobacco non-user,Pt scrn tbco id as non user 0
G9904001003,"Documentation of medical reason(s) for not screening for tobacco use (e.g.,",Doc med rsn no tbco scrn    0
G9905001003,Patient not screened for tobacco use,No pt tbco scrn rng         0
G9906001003,Patient identified as a tobacco user received tobacco cessation intervention,Pt recv tbco cess interv    0
G9907001003,Documentation of medical reason(s) for not providing tobacco cessation,Doc med rsn no tbco interv  0
G9908001003,Patient identified as tobacco user did not receive tobacco cessation,No pt tbco cess interv rng  0
G9909001003,Documentation of medical reason(s) for not  providing tobacco cessation,Doc med rsn no tbco interv  0
G9910001003,Patients age 66 or older in institutional special needs plans (snp) or residing,Pt 66+ snp or ltc pos > 90d 0
G9911001003,Clinically node negative (t1n0m0 or t2n0m0) invasive breast cancer before or,Node neg pre/post syst ther 0
G9912001003,Hepatitis b virus (hbv) status assessed and results interpreted prior to,Hbv status assesed and int  0
G9913001003,Hepatitis b virus (hbv) status not assessed and results interpreted prior to,No hbv status assesd and int0
G9914001003,Patient initiated an anti-tnf agent,Pt initiated anti-tnf agent 0
G9915001003,No record of hbv results documented,No documntd hbv results rcd 0
G9916001003,Functional status  performed once in the last 12 months,Funct status past 12 months 0
G9917001003,Documentation of advanced stage dementia and caregiver knowledge is limited,Adv dem crgvr limited       0
G9918001003,"Functional status not performed, reason not otherwise specified","No funct stat perf, rsn nos 0"
G9919001003,Screening performed and positive and provision of recommendations,Scrn nd pos nd prov of rec  0
G9920001003,Screening performed and negative,Scrning perf and negative   0
G9921001003,"No screening performed, partial screening performed or positive screen without",No or part scrn nd rng or os0
G9922001003,Safety concerns screen provided and if positive then documented mitigation,Sfty cncrns scrn nd mit recs0
G9923001003,Safety concerns screen provided and negative,Safty cncrns scrn and neg   0
G9924001003,Documentation of medical reason(s) for not providing safety concerns screen or,Doc med rsn no scrn or recs 0
G9925001003,"Safety concerns screening not provided, reason not otherwise specified",No scrn prov rsn nos        0
G9926001003,Safety concerns screening positive screen is without provision of mitigation,Sfty cncrns scrn but no recs0
G9927001003,Documentation of system reason(s) for not prescribing an fda-approved,Doc no warf /fda pt trial   0
G9928001003,"Fda-approved anticoagulant not prescribed, reason not given",No warf or fda drug presc   0
G9929001003,"Patient with transient or reversible cause of af (e.g., pneumonia,",Trs/rev af                  0
G9930001003,Patients who are receiving comfort care only,Com care                    0
G9931001003,"Documentation of cha2ds2-vasc risk score of 0 or 1 for men; or 0, 1, or 2 for",No chad or chad scr 0 or 1  0
G9932001003,Documentation of patient reason(s) for not having records of negative or,Doc pt rsn no tb scrn recrds0
G9933001003,Adenoma(s) or colorectal cancer detected during screening colonoscopy,Canc detectd during col scrn0
G9934001003,Documentation that neoplasm detected is only diagnosed as traditional serrated,Doc rsn not detecting cancer0
