icd10_code,parent_title,definition
S046,Injury of cranial nerves,
S047,Injury of cranial nerves,
S048,Injury of cranial nerves,
S049,Injury of cranial nerves,
S05,Injury of eye and orbit,
S050,Injury of eye and orbit,
S051,Injury of eye and orbit,
S052,Injury of eye and orbit,
S053,Injury of eye and orbit,
S054,Injury of eye and orbit,
S055,Injury of eye and orbit,
S056,Injury of eye and orbit,
S057,Injury of eye and orbit,
S058,Injury of eye and orbit,
S059,Injury of eye and orbit,
S06,Intracranial injury,
S060,Intracranial injury,
S061,Intracranial injury,
S062,Intracranial injury,
S063,Intracranial injury,
S064,Intracranial injury,
S065,Intracranial injury,
S066,Intracranial injury,
S067,Intracranial injury,
S068,Intracranial injury,
S069,Intracranial injury,
S07,Crushing injury of head,
S070,Crushing injury of head,
S071,Crushing injury of head,
S078,Crushing injury of head,
S079,Crushing injury of head,
S08,Traumatic amputation of part of head,
S080,Traumatic amputation of part of head,
S081,Traumatic amputation of part of head,
S088,Traumatic amputation of part of head,
S089,Traumatic amputation of part of head,
S09,Other and unspecified injuries of head,
S090,Other and unspecified injuries of head,
S091,Other and unspecified injuries of head,
S092,Other and unspecified injuries of head,
S097,Other and unspecified injuries of head,
S098,Other and unspecified injuries of head,
S099,Other and unspecified injuries of head,
S10,Superficial injury of neck,
S100,Superficial injury of neck,
S101,Superficial injury of neck,
S107,Superficial injury of neck,
S108,Superficial injury of neck,
S109,Superficial injury of neck,
S11,Open wound of neck,
S110,Open wound of neck,
S111,Open wound of neck,
S112,Open wound of neck,
S117,Open wound of neck,
S118,Open wound of neck,
S119,Open wound of neck,
S12,Fracture of neck,
S120,Fracture of neck,
S121,Fracture of neck,
S122,Fracture of neck,
S127,Fracture of neck,
S128,Fracture of neck,
S129,Fracture of neck,
S13,"Dislocation, sprain and strain of joints and ligaments at neck level",
S130,"Dislocation, sprain and strain of joints and ligaments at neck level",
S131,"Dislocation, sprain and strain of joints and ligaments at neck level",
S132,"Dislocation, sprain and strain of joints and ligaments at neck level",
S133,"Dislocation, sprain and strain of joints and ligaments at neck level",
S134,"Dislocation, sprain and strain of joints and ligaments at neck level",
S135,"Dislocation, sprain and strain of joints and ligaments at neck level",
S136,"Dislocation, sprain and strain of joints and ligaments at neck level",
S14,Injury of nerves and spinal cord at neck level,
S140,Injury of nerves and spinal cord at neck level,
S141,Injury of nerves and spinal cord at neck level,
S142,Injury of nerves and spinal cord at neck level,
S143,Injury of nerves and spinal cord at neck level,
S144,Injury of nerves and spinal cord at neck level,
S145,Injury of nerves and spinal cord at neck level,
S146,Injury of nerves and spinal cord at neck level,
S15,Injury of blood vessels at neck level,
S150,Injury of blood vessels at neck level,
S151,Injury of blood vessels at neck level,
S152,Injury of blood vessels at neck level,
S153,Injury of blood vessels at neck level,
S157,Injury of blood vessels at neck level,
S158,Injury of blood vessels at neck level,
S159,Injury of blood vessels at neck level,
S16,Injury of muscle and tendon at neck level,
S17,Crushing injury of neck,
S170,Crushing injury of neck,
S178,Crushing injury of neck,
S179,Crushing injury of neck,
S18,Traumatic amputation at neck level,
S19,Other and unspecified injuries of neck,
S197,Other and unspecified injuries of neck,
S198,Other and unspecified injuries of neck,
S199,Other and unspecified injuries of neck,
S20,Superficial injury of thorax,
S200,Superficial injury of thorax,
S201,Superficial injury of thorax,
S202,Superficial injury of thorax,
S203,Superficial injury of thorax,
S204,Superficial injury of thorax,
S207,Superficial injury of thorax,
S208,Superficial injury of thorax,
S21,Open wound of thorax,
S210,Open wound of thorax,
S211,Open wound of thorax,
S212,Open wound of thorax,
S217,Open wound of thorax,
S218,Open wound of thorax,
S219,Open wound of thorax,
S22,"Fracture of rib(s), sternum and thoracic spine",
S220,"Fracture of rib(s), sternum and thoracic spine",
S221,"Fracture of rib(s), sternum and thoracic spine",
S222,"Fracture of rib(s), sternum and thoracic spine",
S223,"Fracture of rib(s), sternum and thoracic spine",
S224,"Fracture of rib(s), sternum and thoracic spine",
S225,"Fracture of rib(s), sternum and thoracic spine",
S228,"Fracture of rib(s), sternum and thoracic spine",
S229,"Fracture of rib(s), sternum and thoracic spine",
S23,"Dislocation, sprain and strain of joints and ligaments of thorax",
S230,"Dislocation, sprain and strain of joints and ligaments of thorax",
S231,"Dislocation, sprain and strain of joints and ligaments of thorax",
S232,"Dislocation, sprain and strain of joints and ligaments of thorax",
S233,"Dislocation, sprain and strain of joints and ligaments of thorax",
S234,"Dislocation, sprain and strain of joints and ligaments of thorax",
S235,"Dislocation, sprain and strain of joints and ligaments of thorax",
S24,Injury of nerves and spinal cord at thorax level,
S240,Injury of nerves and spinal cord at thorax level,
S241,Injury of nerves and spinal cord at thorax level,
S242,Injury of nerves and spinal cord at thorax level,
S243,Injury of nerves and spinal cord at thorax level,
S244,Injury of nerves and spinal cord at thorax level,
S245,Injury of nerves and spinal cord at thorax level,
S246,Injury of nerves and spinal cord at thorax level,
S25,Injury of blood vessels of thorax,
S250,Injury of blood vessels of thorax,
S251,Injury of blood vessels of thorax,
S252,Injury of blood vessels of thorax,
S253,Injury of blood vessels of thorax,
S254,Injury of blood vessels of thorax,
S255,Injury of blood vessels of thorax,
S257,Injury of blood vessels of thorax,
S258,Injury of blood vessels of thorax,
S259,Injury of blood vessels of thorax,
S26,Injury of heart,
S260,Injury of heart,
S268,Injury of heart,
S269,Injury of heart,
S27,Injury of other and unspecified intrathoracic organs,
S270,Injury of other and unspecified intrathoracic organs,
S271,Injury of other and unspecified intrathoracic organs,
S272,Injury of other and unspecified intrathoracic organs,
S273,Injury of other and unspecified intrathoracic organs,
S274,Injury of other and unspecified intrathoracic organs,
S275,Injury of other and unspecified intrathoracic organs,
S276,Injury of other and unspecified intrathoracic organs,
S277,Injury of other and unspecified intrathoracic organs,
S278,Injury of other and unspecified intrathoracic organs,
S279,Injury of other and unspecified intrathoracic organs,
S28,Crushing injury of thorax and traumatic amputation of part of thorax,
S280,Crushing injury of thorax and traumatic amputation of part of thorax,
S281,Crushing injury of thorax and traumatic amputation of part of thorax,
S29,Other and unspecified injuries of thorax,
S290,Other and unspecified injuries of thorax,
S297,Other and unspecified injuries of thorax,
S298,Other and unspecified injuries of thorax,
S299,Other and unspecified injuries of thorax,
S30,"Superficial injury of abdomen, lower back and pelvis",
S300,"Superficial injury of abdomen, lower back and pelvis",
S301,"Superficial injury of abdomen, lower back and pelvis",
S302,"Superficial injury of abdomen, lower back and pelvis",
S307,"Superficial injury of abdomen, lower back and pelvis",
S308,"Superficial injury of abdomen, lower back and pelvis",
S309,"Superficial injury of abdomen, lower back and pelvis",
S31,"Open wound of abdomen, lower back and pelvis",
S310,"Open wound of abdomen, lower back and pelvis",
S311,"Open wound of abdomen, lower back and pelvis",
S312,"Open wound of abdomen, lower back and pelvis",
S313,"Open wound of abdomen, lower back and pelvis",
S314,"Open wound of abdomen, lower back and pelvis",
S315,"Open wound of abdomen, lower back and pelvis",
S317,"Open wound of abdomen, lower back and pelvis",
S318,"Open wound of abdomen, lower back and pelvis",
S32,Fracture of lumbar spine and pelvis,
S320,Fracture of lumbar spine and pelvis,
S321,Fracture of lumbar spine and pelvis,
S322,Fracture of lumbar spine and pelvis,
S323,Fracture of lumbar spine and pelvis,
S324,Fracture of lumbar spine and pelvis,
S325,Fracture of lumbar spine and pelvis,
S327,Fracture of lumbar spine and pelvis,
S328,Fracture of lumbar spine and pelvis,
S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S330,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S331,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S332,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S333,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S334,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S335,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S336,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S337,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",
S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S340,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S341,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S342,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S343,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S344,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S345,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S346,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S348,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",
S35,"Injury of blood vessels at abdomen, lower back and pelvis level",
S350,"Injury of blood vessels at abdomen, lower back and pelvis level",
S351,"Injury of blood vessels at abdomen, lower back and pelvis level",
S352,"Injury of blood vessels at abdomen, lower back and pelvis level",
S353,"Injury of blood vessels at abdomen, lower back and pelvis level",
